Key,Values
EightAce:FiveQueenTwo,0.5,0.5
EightAce:FiveSeven,0.5,0.5
EightAce:FiveSevenFour,0.5,0.5
EightAce:FiveSevenJack,0.9893162250518799,0.010683760978281498
EightAce:FiveSevenKing,0.9954545497894287,0.004545454401522875
EightAce:FiveSevenNine,0.9975728392601013,0.0024271844886243343
EightAce:FiveSevenQueen,0.9961538314819336,0.003846153849735856
EightAce:FiveSevenSix,0.5,0.5
EightAce:FiveSevenTen,0.9984756112098694,0.0015243901871144772
EightAce:FiveSevenThree,0.5,0.5
EightAce:FiveSevenTwo,0.5,0.5
EightAce:FiveSix,0.5,0.5
EightAce:FiveSixFour,0.5,0.5
EightAce:FiveSixJack,1,0
EightAce:FiveSixKing,0.9952675104141235,0.004732510540634394
EightAce:FiveSixNine,0.9980310797691345,0.001968932105228305
EightAce:FiveSixQueen,0.9956709742546082,0.0043290043249726295
EightAce:FiveSixSeven,0.5,0.5
EightAce:FiveSixTen,0.998792290687561,0.001207729452289641
EightAce:FiveSixThree,0.5,0.5
EightAce:FiveSixTwo,0.5,0.5
EightAce:FiveTen,0.5,0.5
EightAce:FiveTenFour,0.5,0.5
EightAce:FiveTenJack,0.5,0.5
EightAce:FiveTenKing,0.5,0.5
EightAce:FiveTenNine,0.5,0.5
EightAce:FiveTenQueen,0.5,0.5
EightAce:FiveTenSeven,0.5,0.5
EightAce:FiveTenSix,0.5,0.5
EightAce:FiveTenThree,0.5,0.5
EightAce:FiveThree,0.5,0.5
EightAce:FiveThreeFour,0.5,0.5
EightAce:FiveThreeJack,0.997863233089447,0.0021367522422224283
EightAce:FiveThreeKing,0.9871244430541992,0.01287553645670414
EightAce:FiveThreeNine,0.998161792755127,0.0018382353009656072
EightAce:FiveThreeQueen,0.9954954981803894,0.0045045046135783195
EightAce:FiveThreeSeven,0.5,0.5
EightAce:FiveThreeSix,0.5,0.5
EightAce:FiveThreeTen,0.9909909963607788,0.009009009227156639
EightAce:FiveThreeTwo,0.5,0.5
EightAce:FiveTwo,0.5,0.5
EightAce:FiveTwoFour,0.5,0.5
EightAce:FiveTwoJack,0.9907143115997314,0.009285714477300644
EightAce:FiveTwoKing,0.9866071343421936,0.013392857275903225
EightAce:FiveTwoNine,1,0
EightAce:FiveTwoQueen,0.9939849376678467,0.006015037652105093
EightAce:FiveTwoSeven,0.5,0.5
EightAce:FiveTwoSix,0.5,0.5
EightAce:FiveTwoTen,0.9843554496765137,0.015644555911421776
EightAce:FiveTwoThree,0.5,0.5
EightAce:FourFive,0.5,0.5
EightAce:FourFiveJack,1,0
EightAce:FourFiveKing,0.9798026084899902,0.020197397097945213
EightAce:FourFiveNine,0.9649162888526917,0.03508369252085686
EightAce:FourFiveQueen,0.9986318945884705,0.0013681206619367003
EightAce:FourFiveSeven,0.5,0.5
EightAce:FourFiveSix,0.5,0.5
EightAce:FourFiveTen,0.9886130690574646,0.011386904865503311
EightAce:FourFiveThree,0.5,0.5
EightAce:FourFiveTwo,0.5,0.5
EightAce:FourJack,0.5,0.5
EightAce:FourJackFive,0.5,0.5
EightAce:FourJackKing,0.5,0.5
EightAce:FourJackNine,0.5,0.5
EightAce:FourJackQueen,0.5,0.5
EightAce:FourJackSeven,0.5,0.5
EightAce:FourJackSix,0.5,0.5
EightAce:FourJackTen,0.5,0.5
EightAce:FourJackThree,0.5,0.5
EightAce:FourJackTwo,0.5,0.5
EightAce:FourKing,0.5,0.5
EightAce:FourKingFive,0.5,0.5
EightAce:FourKingJack,0.5,0.5
EightAce:FourKingNine,0.5,0.5
EightAce:FourKingQueen,0.5,0.5
EightAce:FourKingSeven,0.5,0.5
EightAce:FourKingSix,0.5,0.5
EightAce:FourKingTen,0.5,0.5
EightAce:FourKingThree,0.5,0.5
EightAce:FourKingTwo,0.5,0.5
EightAce:FourNine,0.5,0.5
EightAce:FourNineFive,0.5,0.5
EightAce:FourNineJack,0.9807121753692627,0.01928783394396305
EightAce:FourNineKing,0.976323127746582,0.023676879703998566
EightAce:FourNineQueen,0.9836647510528564,0.016335226595401764
EightAce:FourNineSeven,0.5,0.5
EightAce:FourNineSix,0.5,0.5
EightAce:FourNineTen,0.996835470199585,0.0031645570416003466
EightAce:FourNineThree,0.5,0.5
EightAce:FourNineTwo,0.5,0.5
EightAce:FourQueen,0.5,0.5
EightAce:FourQueenFive,0.5,0.5
EightAce:FourQueenJack,0.5,0.5
EightAce:FourQueenKing,0.5,0.5
EightAce:FourQueenNine,0.5,0.5
EightAce:FourQueenSeven,0.5,0.5
EightAce:FourQueenSix,0.5,0.5
EightAce:FourQueenTen,0.5,0.5
EightAce:FourQueenThree,0.5,0.5
EightAce:FourQueenTwo,0.5,0.5
EightAce:FourSeven,0.5,0.5
EightAce:FourSevenFive,0.5,0.5
EightAce:FourSevenJack,0.9909090995788574,0.00909090880304575
EightAce:FourSevenKing,0.9935622215270996,0.00643776822835207
EightAce:FourSevenNine,0.9985611438751221,0.0014388489071279764
EightAce:FourSevenQueen,0.9942965507507324,0.005703422240912914
EightAce:FourSevenSix,0.5,0.5
EightAce:FourSevenTen,0.9985486268997192,0.0014513788046315312
EightAce:FourSevenThree,0.5,0.5
EightAce:FourSevenTwo,0.5,0.5
EightAce:FourSix,0.5,0.5
EightAce:FourSixFive,0.5,0.5
EightAce:FourSixJack,1,0
EightAce:FourSixKing,0.9988864064216614,0.0011135857785120606
EightAce:FourSixNine,1,0
EightAce:FourSixQueen,0.9903846383094788,0.009615384973585606
EightAce:FourSixSeven,0.5,0.5
EightAce:FourSixTen,0.997863233089447,0.0021367522422224283
EightAce:FourSixThree,0.5,0.5
EightAce:FourSixTwo,0.5,0.5
EightAce:FourTen,0.5,0.5
EightAce:FourTenFive,0.5,0.5
EightAce:FourTenJack,0.5,0.5
EightAce:FourTenKing,0.5,0.5
EightAce:FourTenNine,0.5,0.5
EightAce:FourTenQueen,0.5,0.5
EightAce:FourTenSeven,0.5,0.5
EightAce:FourTenSix,0.5,0.5
EightAce:FourTenThree,0.5,0.5
EightAce:FourTenTwo,0.5,0.5
EightAce:FourThree,0.5,0.5
EightAce:FourThreeFive,0.5,0.5
EightAce:FourThreeJack,1,0
EightAce:FourThreeKing,0.995555579662323,0.004444444552063942
EightAce:FourThreeNine,0.9792531132698059,0.02074688859283924
EightAce:FourThreeQueen,0.9885057210922241,0.01149425283074379
EightAce:FourThreeSeven,0.5,0.5
EightAce:FourThreeSix,0.5,0.5
EightAce:FourThreeTen,0.9953271150588989,0.004672897048294544
EightAce:FourThreeTwo,0.5,0.5
EightAce:FourTwo,0.5,0.5
EightAce:FourTwoFive,0.5,0.5
EightAce:FourTwoJack,0.9980079531669617,0.0019920319318771362
EightAce:FourTwoKing,0.9644444584846497,0.035555556416511536
EightAce:FourTwoNine,0.9514563083648682,0.04854368790984154
EightAce:FourTwoQueen,0.9986541271209717,0.0013458949979394674
EightAce:FourTwoSeven,0.5,0.5
EightAce:FourTwoSix,0.5,0.5
EightAce:FourTwoTen,0.9940387606620789,0.0059612519107759
EightAce:FourTwoThree,0.5,0.5
EightAce:JackFive,0,1
EightAce:JackFiveFour,0.0018102823523804545,0.9981897473335266
EightAce:JackFiveKing,0.5,0.5
EightAce:JackFiveNine,0.5,0.5
EightAce:JackFiveQueen,0.5,0.5
EightAce:JackFiveSeven,0.016597511246800423,0.9834024906158447
EightAce:JackFiveSix,0.0011441647075116634,0.9988558292388916
EightAce:JackFiveTen,0.5,0.5
EightAce:JackFiveThree,0.0445544570684433,0.9554455280303955
EightAce:JackFiveTwo,0.010330578312277794,0.9896694421768188
EightAce:JackFour,0,1
EightAce:JackFourFive,0,1
EightAce:JackFourKing,0.5,0.5
EightAce:JackFourNine,0.5,0.5
EightAce:JackFourQueen,0.5,0.5
EightAce:JackFourSeven,0.002347417874261737,0.9976525902748108
EightAce:JackFourSix,0.016460904851555824,0.9835391044616699
EightAce:JackFourTen,0.5,0.5
EightAce:JackFourThree,0,1
EightAce:JackFourTwo,0.041198503226041794,0.9588015079498291
EightAce:JackKing,0.07005960494279861,0.929940402507782
EightAce:JackKingFive,0.5,0.5
EightAce:JackKingFour,0.5,0.5
EightAce:JackKingNine,0.5,0.5
EightAce:JackKingQueen,0.5,0.5
EightAce:JackKingSeven,0.5,0.5
EightAce:JackKingSix,0.5,0.5
EightAce:JackKingTen,0.5,0.5
EightAce:JackKingThree,0.5,0.5
EightAce:JackKingTwo,0.5,0.5
EightAce:JackNine,0,1
EightAce:JackNineFive,0.005099086556583643,0.9949009418487549
EightAce:JackNineFour,0.008919320069253445,0.9910807013511658
EightAce:JackNineKing,0.5,0.5
EightAce:JackNineQueen,0.5,0.5
EightAce:JackNineSeven,0.0015885622706264257,0.9984114170074463
EightAce:JackNineSix,0.01178013812750578,0.9882198572158813
EightAce:JackNineTen,0.5,0.5
EightAce:JackNineThree,0.008400063030421734,0.9915999174118042
EightAce:JackNineTwo,0.0018697845516726375,0.998130202293396
EightAce:JackQueen,0,1
EightAce:JackQueenFive,0.5,0.5
EightAce:JackQueenFour,0.5,0.5
EightAce:JackQueenKing,0.5,0.5
EightAce:JackQueenNine,0.5,0.5
EightAce:JackQueenSeven,0.5,0.5
EightAce:JackQueenSix,0.5,0.5
EightAce:JackQueenTen,0.5,0.5
EightAce:JackQueenThree,0.5,0.5
EightAce:JackQueenTwo,0.5,0.5
EightAce:JackSeven,0,1
EightAce:JackSevenFive,0.0010869564721360803,0.998913049697876
EightAce:JackSevenFour,0.0022061991039663553,0.9977937936782837
EightAce:JackSevenKing,0.5,0.5
EightAce:JackSevenNine,0.5,0.5
EightAce:JackSevenQueen,0.5,0.5
EightAce:JackSevenSix,0.0010128584690392017,0.9989871382713318
EightAce:JackSevenTen,0.5,0.5
EightAce:JackSevenThree,0.0010165651328861713,0.9989834427833557
EightAce:JackSevenTwo,0,1
EightAce:JackSix,0.0022652449551969767,0.9977347254753113
EightAce:JackSixFive,0.0019083969527855515,0.9980915784835815
EightAce:JackSixFour,0.0021276595070958138,0.9978723526000977
EightAce:JackSixKing,0.5,0.5
EightAce:JackSixNine,0.5,0.5
EightAce:JackSixQueen,0.5,0.5
EightAce:JackSixSeven,0.003991677891463041,0.9960083365440369
EightAce:JackSixTen,0.5,0.5
EightAce:JackSixThree,0,1
EightAce:JackSixTwo,0.003968254197388887,0.9960317611694336
EightAce:JackTen,0.009866500273346901,0.99013352394104
EightAce:JackTenFive,0.5,0.5
EightAce:JackTenFour,0.5,0.5
EightAce:JackTenKing,0.5,0.5
EightAce:JackTenNine,0.5,0.5
EightAce:JackTenQueen,0.5,0.5
EightAce:JackTenSeven,0,1
EightAce:JackTenSix,0.5,0.5
EightAce:JackTenThree,0.5,0.5
EightAce:JackTenTwo,0.5,0.5
EightAce:JackThree,0,1
EightAce:JackThreeFive,0.010683760978281498,0.9893162250518799
EightAce:JackThreeFour,0.0015638683689758182,0.9984361529350281
EightAce:JackThreeKing,0.5,0.5
EightAce:JackThreeNine,0.5,0.5
EightAce:JackThreeQueen,0.5,0.5
EightAce:JackThreeSeven,0.0010940919164568186,0.9989058971405029
EightAce:JackThreeSix,0.0015638683689758182,0.9984361529350281
EightAce:JackThreeTen,0.5,0.5
EightAce:JackThreeTwo,0.5,0.5
EightAce:JackTwo,0.002263433765619993,0.9977365732192993
EightAce:JackTwoFive,0.009285714477300644,0.9907143115997314
EightAce:JackTwoFour,0.04183267056941986,0.958167314529419
EightAce:JackTwoKing,0.5,0.5
EightAce:JackTwoNine,0.5,0.5
EightAce:JackTwoQueen,0.5,0.5
EightAce:JackTwoSeven,0.00374531839042902,0.9962546825408936
EightAce:JackTwoSix,0.0022026430815458298,0.9977973699569702
EightAce:JackTwoTen,0.5,0.5
EightAce:JackTwoThree,0.04693140834569931,0.9530686140060425
EightAce:KingFive,0,1
EightAce:KingFiveFour,0.002016128972172737,0.9979838728904724
EightAce:KingFiveJack,0.5,0.5
EightAce:KingFiveNine,0.5,0.5
EightAce:KingFiveQueen,0.5,0.5
EightAce:KingFiveSeven,0.007246376946568489,0.9927536249160767
EightAce:KingFiveSix,0.027397260069847107,0.9726027250289917
EightAce:KingFiveTen,0.5,0.5
EightAce:KingFiveThree,0.001123595517128706,0.9988763928413391
EightAce:KingFiveTwo,0.0010940919164568186,0.9989058971405029
EightAce:KingFour,0,1
EightAce:KingFourFive,0.0022421525791287422,0.9977578520774841
EightAce:KingFourJack,0.5,0.5
EightAce:KingFourNine,0.5,0.5
EightAce:KingFourQueen,0.5,0.5
EightAce:KingFourSeven,0.002347417874261737,0.9976525902748108
EightAce:KingFourSix,0.0010060361819341779,0.998993992805481
EightAce:KingFourTen,0.5,0.5
EightAce:KingFourThree,0,1
EightAce:KingFourTwo,0.0019455252913758159,0.9980545043945312
EightAce:KingJack,0,1
EightAce:KingJackFive,0.5,0.5
EightAce:KingJackFour,0.5,0.5
EightAce:KingJackNine,0.5,0.5
EightAce:KingJackQueen,0.5,0.5
EightAce:KingJackSeven,0.25,0.75
EightAce:KingJackSix,0.20000000298023224,0.800000011920929
EightAce:KingJackTen,0.5,0.5
EightAce:KingJackThree,0.5,0.5
EightAce:KingJackTwo,0.5,0.5
EightAce:KingNine,0,1
EightAce:KingNineFive,0.031757697463035583,0.9682422876358032
EightAce:KingNineFour,0.014490319415926933,0.9855096936225891
EightAce:KingNineJack,0.5,0.5
EightAce:KingNineQueen,0.5,0.5
EightAce:KingNineSeven,0.0015645675593987107,0.9984354376792908
EightAce:KingNineSix,0.004166175611317158,0.9958338141441345
EightAce:KingNineTen,0.5,0.5
EightAce:KingNineThree,0.0030154555570334196,0.9969845414161682
EightAce:KingNineTwo,0.003147198585793376,0.9968528151512146
EightAce:KingQueen,0.0019456681329756975,0.9980543255805969
EightAce:KingQueenFive,0.25,0.75
EightAce:KingQueenFour,0.07713586837053299,0.9228641390800476
EightAce:KingQueenJack,0.5,0.5
EightAce:KingQueenNine,0.5,0.5
EightAce:KingQueenSeven,0.1666666716337204,0.8333333134651184
EightAce:KingQueenSix,0.5,0.5
EightAce:KingQueenTen,0.5,0.5
EightAce:KingQueenThree,0.08383442461490631,0.9161655902862549
EightAce:KingQueenTwo,0.25,0.75
EightAce:KingSeven,0,1
EightAce:KingSevenFive,0.0014918685192242265,0.9985081553459167
EightAce:KingSevenFour,0.03349373862147331,0.9665062427520752
EightAce:KingSevenJack,0.5,0.5
EightAce:KingSevenNine,0.5,0.5
EightAce:KingSevenQueen,0.5,0.5
EightAce:KingSevenSix,0.0036279873456805944,0.9963719844818115
EightAce:KingSevenTen,0.5,0.5
EightAce:KingSevenThree,0.001451165764592588,0.9985488057136536
EightAce:KingSevenTwo,0.0014475766802206635,0.9985524415969849
EightAce:KingSix,0,1
EightAce:KingSixFive,0.0039840638637542725,0.9960159659385681
EightAce:KingSixFour,0.002222222276031971,0.9977777600288391
EightAce:KingSixJack,0.5,0.5
EightAce:KingSixNine,0.5,0.5
EightAce:KingSixQueen,0.5,0.5
EightAce:KingSixSeven,0.0015776591608300805,0.9984223246574402
EightAce:KingSixTen,0.5,0.5
EightAce:KingSixThree,0,1
EightAce:KingSixTwo,0.023706896230578423,0.9762930870056152
EightAce:KingTen,0.003448275849223137,0.9965517520904541
EightAce:KingTenFive,0.3147706091403961,0.6852293610572815
EightAce:KingTenFour,0.5,0.5
EightAce:KingTenJack,0.5,0.5
EightAce:KingTenNine,0.5,0.5
EightAce:KingTenQueen,0.5,0.5
EightAce:KingTenSeven,0.5,0.5
EightAce:KingTenSix,0.2655777931213379,0.7344222068786621
EightAce:KingTenThree,0.5,0.5
EightAce:KingTenTwo,0.5,0.5
EightAce:KingThree,0,1
EightAce:KingThreeFive,0.003826017025858164,0.9961739778518677
EightAce:KingThreeFour,0.02222222276031971,0.9777777791023254
EightAce:KingThreeJack,0.5,0.5
EightAce:KingThreeNine,0.5,0.5
EightAce:KingThreeQueen,0.5,0.5
EightAce:KingThreeSeven,0,1
EightAce:KingThreeSix,0.0021929824724793434,0.9978070259094238
EightAce:KingThreeTen,0.5,0.5
EightAce:KingThreeTwo,0.5,0.5
EightAce:KingTwo,0,1
EightAce:KingTwoFive,0.013392857275903225,0.9866071343421936
EightAce:KingTwoFour,0.04444444552063942,0.9555555582046509
EightAce:KingTwoJack,0.5,0.5
EightAce:KingTwoNine,0.5,0.5
EightAce:KingTwoQueen,0.5,0.5
EightAce:KingTwoSeven,0,1
EightAce:KingTwoSix,0.001933216117322445,0.998066782951355
EightAce:KingTwoTen,0.5,0.5
EightAce:KingTwoThree,0.028455285355448723,0.9715447425842285
EightAce:NineFive,0,1
EightAce:NineFiveFour,0.03773584961891174,0.9622641801834106
EightAce:NineFiveJack,0.5,0.5
EightAce:NineFiveKing,0.5,0.5
EightAce:NineFiveQueen,0.5,0.5
EightAce:NineFiveSeven,0,1
EightAce:NineFiveSix,0.0019607844296842813,0.998039186000824
EightAce:NineFiveTen,0.5,0.5
EightAce:NineFiveThree,0,1
EightAce:NineFiveTwo,0.024793388321995735,0.9752066135406494
EightAce:NineFour,0,1
EightAce:NineFourFive,0.002439024392515421,0.997560977935791
EightAce:NineFourJack,0.5,0.5
EightAce:NineFourKing,0.5,0.5
EightAce:NineFourQueen,0.5,0.5
EightAce:NineFourSeven,0.0030386587604880333,0.9969613552093506
EightAce:NineFourSix,0.012359550222754478,0.9876404404640198
EightAce:NineFourTen,0.5,0.5
EightAce:NineFourThree,0,1
EightAce:NineFourTwo,0.3296980559825897,0.6703019738197327
EightAce:NineJack,0.030892083421349525,0.9691079258918762
EightAce:NineJackFive,0.5,0.5
EightAce:NineJackFour,0.5,0.5
EightAce:NineJackKing,0.5,0.5
EightAce:NineJackQueen,0.5,0.5
EightAce:NineJackSeven,0.5,0.5
EightAce:NineJackSix,0.5,0.5
EightAce:NineJackTen,0.5,0.5
EightAce:NineJackThree,0.5,0.5
EightAce:NineJackTwo,0.5,0.5
EightAce:NineKing,0,1
EightAce:NineKingFive,0.5,0.5
EightAce:NineKingFour,0.5,0.5
EightAce:NineKingJack,0.5,0.5
EightAce:NineKingQueen,0.5,0.5
EightAce:NineKingSeven,0.5,0.5
EightAce:NineKingSix,0.5,0.5
EightAce:NineKingTen,0.5,0.5
EightAce:NineKingThree,0.5,0.5
EightAce:NineKingTwo,0.5,0.5
EightAce:NineQueen,0.035201434046030045,0.9647985696792603
EightAce:NineQueenFive,0.5,0.5
EightAce:NineQueenFour,0.5,0.5
EightAce:NineQueenJack,0.5,0.5
EightAce:NineQueenKing,0.5,0.5
EightAce:NineQueenSeven,0.5,0.5
EightAce:NineQueenSix,0.5,0.5
EightAce:NineQueenTen,0.5,0.5
EightAce:NineQueenThree,0.5,0.5
EightAce:NineQueenTwo,0.5,0.5
EightAce:NineSeven,0,1
EightAce:NineSevenFive,0.0020877360366284847,0.9979122877120972
EightAce:NineSevenFour,0.03485315665602684,0.9651468396186829
EightAce:NineSevenJack,0.5,0.5
EightAce:NineSevenKing,0.5,0.5
EightAce:NineSevenQueen,0.5,0.5
EightAce:NineSevenSix,0.0018657762557268143,0.998134195804596
EightAce:NineSevenTen,0.5,0.5
EightAce:NineSevenThree,0.022473562508821487,0.9775264263153076
EightAce:NineSevenTwo,0.0011837468482553959,0.9988162517547607
EightAce:NineSix,0,1
EightAce:NineSixFive,0.020361991599202156,0.9796379804611206
EightAce:NineSixFour,0.0022123893722891808,0.997787594795227
EightAce:NineSixJack,0.5,0.5
EightAce:NineSixKing,0.5,0.5
EightAce:NineSixQueen,0.5,0.5
EightAce:NineSixSeven,0.0010615711798891425,0.9989384412765503
EightAce:NineSixTen,0.5,0.5
EightAce:NineSixThree,0.01807228848338127,0.9819276928901672
EightAce:NineSixTwo,0.027272727340459824,0.9727272987365723
EightAce:NineTen,0,1
EightAce:NineTenFive,0.5,0.5
EightAce:NineTenFour,0.5,0.5
EightAce:NineTenJack,0.5,0.5
EightAce:NineTenKing,0.5,0.5
EightAce:NineTenQueen,0.5,0.5
EightAce:NineTenSeven,0.5,0.5
EightAce:NineTenSix,0.5,0.5
EightAce:NineTenThree,0.5,0.5
EightAce:NineTenTwo,0.5,0.5
EightAce:NineThree,0.03786010295152664,0.962139904499054
EightAce:NineThreeFive,0.007352941203862429,0.9926470518112183
EightAce:NineThreeFour,0.004854368977248669,0.9951456189155579
EightAce:NineThreeJack,0.5,0.5
EightAce:NineThreeKing,0.5,0.5
EightAce:NineThreeQueen,0.5,0.5
EightAce:NineThreeSeven,0.0029325513169169426,0.9970674514770508
EightAce:NineThreeSix,0.0019920319318771362,0.9980079531669617
EightAce:NineThreeTen,0.5,0.5
EightAce:NineThreeTwo,0.5,0.5
EightAce:NineTwo,0,1
EightAce:NineTwoFive,0.01619170978665352,0.9838082790374756
EightAce:NineTwoFour,0.04979253187775612,0.9502074718475342
EightAce:NineTwoJack,0.5,0.5
EightAce:NineTwoKing,0.5,0.5
EightAce:NineTwoQueen,0.5,0.5
EightAce:NineTwoSeven,0.0051094889640808105,0.9948905110359192
EightAce:NineTwoSix,0.0024844720028340816,0.9975154995918274
EightAce:NineTwoTen,0.5,0.5
EightAce:NineTwoThree,0.07740585505962372,0.9225941300392151
EightAce:QueenFive,0.21360504627227783,0.7863949537277222
EightAce:QueenFiveFour,0.001022494863718748,0.9989774823188782
EightAce:QueenFiveJack,0.5,0.5
EightAce:QueenFiveKing,0.5,0.5
EightAce:QueenFiveNine,0.5,0.5
EightAce:QueenFiveSeven,0.0011600927682593465,0.9988399147987366
EightAce:QueenFiveSix,0.004219409078359604,0.9957805871963501
EightAce:QueenFiveTen,0.5,0.5
EightAce:QueenFiveThree,0.04460093751549721,0.9553990364074707
EightAce:QueenFiveTwo,0.01834862306714058,0.9816513657569885
EightAce:QueenFour,0,1
EightAce:QueenFourFive,0.034122563898563385,0.9658774137496948
EightAce:QueenFourJack,0.5,0.5
EightAce:QueenFourKing,0.5,0.5
EightAce:QueenFourNine,0.5,0.5
EightAce:QueenFourSeven,0.0017256255960091949,0.9982743859291077
EightAce:QueenFourSix,0,1
EightAce:QueenFourTen,0.5,0.5
EightAce:QueenFourThree,0.09228515625,0.90771484375
EightAce:QueenFourTwo,0.08716284483671188,0.9128371477127075
EightAce:QueenJack,0.5,0.5
EightAce:QueenJackFive,0.1308913230895996,0.8691086769104004
EightAce:QueenJackFour,0.32873407006263733,0.6712659001350403
EightAce:QueenJackKing,0.5,0.5
EightAce:QueenJackNine,0.5,0.5
EightAce:QueenJackSeven,0.147017240524292,0.852982759475708
EightAce:QueenJackSix,0.5,0.5
EightAce:QueenJackTen,0.5,0.5
EightAce:QueenJackThree,0.12306302785873413,0.8769369721412659
EightAce:QueenJackTwo,0.5,0.5
EightAce:QueenKing,0,1
EightAce:QueenKingFive,0.5,0.5
EightAce:QueenKingFour,0.5,0.5
EightAce:QueenKingJack,0.5,0.5
EightAce:QueenKingNine,0.5,0.5
EightAce:QueenKingSeven,0.5,0.5
EightAce:QueenKingSix,0.5,0.5
EightAce:QueenKingTen,0.5,0.5
EightAce:QueenKingThree,0.5,0.5
EightAce:QueenKingTwo,0.5,0.5
EightAce:QueenNine,0,1
EightAce:QueenNineFive,0.001088139251805842,0.9989118576049805
EightAce:QueenNineFour,0.0022592488676309586,0.9977407455444336
EightAce:QueenNineJack,0.5,0.5
EightAce:QueenNineKing,0.5,0.5
EightAce:QueenNineSeven,0,1
EightAce:QueenNineSix,0.0011467889416962862,0.9988532066345215
EightAce:QueenNineTen,0.5,0.5
EightAce:QueenNineThree,0.001208824454806745,0.9987911581993103
EightAce:QueenNineTwo,0.001077005872502923,0.9989230036735535
EightAce:QueenSeven,0.08263150602579117,0.917368471622467
EightAce:QueenSevenFive,0.0036360472440719604,0.9963639378547668
EightAce:QueenSevenFour,0.004165104124695063,0.9958348870277405
EightAce:QueenSevenJack,0.5,0.5
EightAce:QueenSevenKing,0.5,0.5
EightAce:QueenSevenNine,0.5,0.5
EightAce:QueenSevenSix,0.03903695195913315,0.9609630703926086
EightAce:QueenSevenTen,0.5,0.5
EightAce:QueenSevenThree,0.023409683257341385,0.9765903353691101
EightAce:QueenSevenTwo,0.13439814746379852,0.8656018376350403
EightAce:QueenSix,0,1
EightAce:QueenSixFive,0.0043290043249726295,0.9956709742546082
EightAce:QueenSixFour,0.0019258022075518966,0.9980741739273071
EightAce:QueenSixJack,0.5,0.5
EightAce:QueenSixKing,0.5,0.5
EightAce:QueenSixNine,0.5,0.5
EightAce:QueenSixSeven,0.004477774258702993,0.9955222010612488
EightAce:QueenSixTen,0.5,0.5
EightAce:QueenSixThree,0.007411106955260038,0.9925888776779175
EightAce:QueenSixTwo,0.004630470182746649,0.995369553565979
EightAce:QueenTen,0,1
EightAce:QueenTenFive,0.5,0.5
EightAce:QueenTenFour,0.5,0.5
EightAce:QueenTenJack,0.5,0.5
EightAce:QueenTenKing,0.5,0.5
EightAce:QueenTenNine,0.5,0.5
EightAce:QueenTenSeven,0.5,0.5
EightAce:QueenTenSix,0.5,0.5
EightAce:QueenTenThree,0.5,0.5
EightAce:QueenTenTwo,0.5,0.5
EightAce:QueenThree,0.04775901138782501,0.9522410035133362
EightAce:QueenThreeFive,0.0033860045950859785,0.9966139793395996
EightAce:QueenThreeFour,0.0038314175326377153,0.9961685538291931
EightAce:QueenThreeJack,0.5,0.5
EightAce:QueenThreeKing,0.5,0.5
EightAce:QueenThreeNine,0.5,0.5
EightAce:QueenThreeSeven,0.0043290043249726295,0.9956709742546082
EightAce:QueenThreeSix,0.027027027681469917,0.9729729890823364
